Etablissement,Ville,Département,Sélectif,Type de formation,Filière sélectionnée
Université de Bretagne Sud - Site de Lorient,Lorient,56.0,True,Autre formation,Bio-industries et biotechnologies - Parcours Techniques d’analyses chimiques et biologiques
Lycée professionnel Saint-Joseph,Deauville,14.0,True,BTS,Management opérationnel de la sécurité
Université de Caen Normandie,Caen,14.0,True,Autre formation,Cycle pluridisciplinaire d'Études Supérieures - Sciences et société
I.U.T de Valence,Valence,26.0,True,BUT,Réseaux et télécommunications
Lycée Ort Maurice Grynfogel,Colomiers,31.0,True,BTS,Commerce International
Unité de formation et de recherche de médecine Université de Montpellier,Montpellier,34.0,True,IFSI,D.E Psychomotricien
Lycée professionnel Claret,Toulon,83.0,True,Autre formation,Services numériques aux organisations
MFR Anneyron,Anneyron,26.0,True,BTS,"Métiers du Végétal : Alimentation, Ornement, Environnement"
Facultés libres de l'ouest - UCO - Bretagne Nord,Guingamp,22.0,False,Licence,Sciences et technologies
Université Grenoble Alpes - Antenne de Valence,Valence,26.0,False,Licence,Lettres modernes
Université Grenoble Alpes - Antenne de Valence,Valence,26.0,False,Licence,Arts du spectacle-Lettres Modernes
Université Grenoble Alpes - Antenne de Valence,Valence,26.0,False,Licence,Anglais-Allemand
Lycée Marseilleveyre,Marseille  8e  Arrondissement,13.0,True,Autre formation,parcours scénario
Lycée Aristide Briand,Evreux,27.0,True,BTS,Comptabilité et gestion
Lycée Modeste Leroy,Evreux,27.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
Lycée agricole Edouard de Chambray,Mesnils-sur-Iton,27.0,True,BTS,"Analyse, conduite et stratégie de l'entreprise agricole"
Lycée Saint-Adjutor,Vernon,27.0,True,BTS,Services informatiques aux organisations
GOBELINS PARIS GAMBETTA,Paris 13e  Arrondissement,75.0,True,Autre formation,Spécialité : Coder sa créativité - Interface et narration interactives
Lycée Saint-Anselme,Bernay,27.0,True,BTS,Economie sociale familiale
Lycée Marc Bloch,Val-de-Reuil,27.0,True,BTS,Opticien-Lunetier
Lycée Jean Moulin,Les Andelys,27.0,True,BTS,Electrotechnique
I.U.T d'Evreux,Evreux,27.0,True,BUT,Génie biologique parcours sciences de l'aliment et biotechnologie
Lycée professionnel Saint Charles,Chauny,2.0,True,Autre formation,Préparation aux concours des métiers de la sécurité
Lycée Jehan De Beauce,Chartres,28.0,True,BTS,Electrotechnique
Lycée Jehan De Beauce,Chartres,28.0,True,BTS,Service et prestation des secteurs sanitaire et social
Lycée Fulbert,Chartres,28.0,True,BTS,Comptabilité et gestion
IPSO FORMATIONS - Campus LYON,Villeurbanne,69.0,True,Autre formation,Spécialité Educateur sportif - Mention Activités de la forme
SPE FORMATION,Onet-le-Château,12.0,True,Autre formation,Spécialité Educateur sportif - Mention Activités aquatiques et de la natation
Lycée La Pérouse - Kerichen,Brest,29.0,True,CPGE,MPSI
Lycée La Pérouse - Kerichen,Brest,29.0,True,CPGE,Lettres
Lycée Amiral Ronarc'h,Brest,29.0,True,BTS,Négociation et digitalisation de la Relation Client
SPE FORMATION,Onet-le-Château,12.0,True,Autre formation,Option : Cours collectifs
Ensemble scolaire Isaac de l'Etoile - Le Porteau,Poitiers,86.0,True,Autre formation,Conseiller technique et commercial secteur véhicule électrique hybride et développement durable
Lycée Vauban,Brest,29.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
Lycée Jules Lesven,Brest,29.0,True,CPGE,ECT - Option technologique
Lycée De L'Elorn,Landerneau,29.0,True,BTS,Développement et Réalisation Bois
Lycée Tristan Corbiere,Plourin-lès-Morlaix,29.0,True,BTS,Aéronautique
Ecole supérieure de santé CFAP,Guilherand-Granges,7.0,True,BTS,Diététique
Lycée Yves Thepot,Quimper,29.0,True,BTS,"Fluide, énergie, domotique - option C domotique et bâtiment communicants"
Lycée polyvalent Dupuy de Lôme,Brest,29.0,True,BTS,Bâtiment
Lycée Le Likès,Quimper,29.0,True,BTS,Comptabilité et gestion
Lycée N-D DU KREISKER,Saint-Pol-de-Léon,29.0,True,BTS,Commerce International
Lycée Saint-Joseph,Landerneau,29.0,True,BTS,Conception et Réalisation de Systèmes Automatiques
Ecole professionnelle privée Esthétique Cosmétique Skhole d'Art - SGT,Montauban,82.0,True,BTS,Professions immobilières
IFSI CHU Limoges - Antenne de Saint Yrieix la Perche,Saint-Yrieix-la-Perche,87.0,True,IFSI,D.E Infirmier
Campus d'Orléans,Orléans,45.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Campus d'Orléans,Orléans,45.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Lycée La Croix Rouge,Brest,29.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
Université Paris Nanterre,Nanterre,92.0,True,Licence,Droit français - common law - Campus d'Essex
Lycée La Croix Rouge,Brest,29.0,True,IFSI,DTS Imagerie médicale et radiologie thérapeutique
Lycée Estran Charles De Foucauld,Brest,29.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Estran Fenelon,Brest,29.0,True,BTS,Tourisme
IFSI du CHU de Bordeaux - antenne d'Arcachon,La Teste-de-Buch,33.0,True,IFSI,D.E Infirmier
Ecole du Nivot,Lopérec,29.0,True,BTS,productions animales
ISEN Ouest Nantes,Carquefou,44.0,True,Ecole d'Ingénieur,Bacs généraux - 2 Sciences
ISEP Paris,Paris  6e  Arrondissement,75.0,True,Ecole d'Ingénieur,Bacs généraux - 2 Sciences
Lycée St J-B De La Salle,Reims,51.0,True,Ecole d'Ingénieur,Bacs généraux - 1 Science
ESEO Dijon,Dijon,21.0,True,Ecole d'Ingénieur,Bacs généraux - 1 Science
ISEN Brest,Brest,29.0,True,Ecole d'Ingénieur,Bacs Technologiques
3iL,Limoges,87.0,True,Ecole d'Ingénieur,Bachelor Cybersécurité
Lycée-Collège Saint Gabriel,Pont-l'Abbé,29.0,True,BTS,Gestion des transports et logistique associée
ESILV - Paris la Défense,Courbevoie,92.0,True,Ecole d'Ingénieur,Bac Série générale avec la spécialité Maths en Terminale + une spécialité non scientifique
ESITC CAEN - Site de Vaux-en-Velin,Vaulx-en-Velin,69.0,True,Ecole d'Ingénieur,Bac Série générale avec la spécialité Maths en Terminale + une spécialité non scientifique
ESIGELEC Rouen,Saint-Etienne-du-Rouvray,76.0,True,Ecole d'Ingénieur,Bachelor «Maintenance des systèmes intelligents et connectés»
Université Toulouse 2 Jean Jaurès,Toulouse,31.0,True,Licence,"Bi-disciplinaire Traduction, médiation, langues des signes française (LSF) - anglais)"
Lycée Victor Schoelcher,Fort-de-France,972.0,True,Ecole d'Ingénieur,Bac Général
EDHEC Nice,Nice,6.0,True,Ecole de Commerce,Parcours Global Business - Nice/USA/Singapour
Lycée Bellevue,Saintes,17.0,True,BTS,Gestion de la PME
I.U.T de Brest - Site de Morlaix,Morlaix,29.0,True,BUT,Génie civil - Construction durable
ENSIBS Lorient,Lorient,56.0,True,Ecole d'Ingénieur,bac STI2D
I.U.T de Brest - Site de Morlaix,Morlaix,29.0,True,BUT,Gestion administrative et commerciale des organisations
Université de Perpignan Via Domitia,Perpignan,66.0,False,Licence,Chimie
Université de Perpignan Via Domitia,Perpignan,66.0,False,Licence,"Physique, chimie"
Ecole Universitaire de premier cycle - Campus d'Evry Université Paris-Saclay,Evry-Courcouronnes,91.0,False,Licence,Histoire
Nantes Université,Nantes,44.0,False,Licence,MIASHS
Lycée Joséphine Baker,Hanches,28.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
Ecole Universitaire de premier cycle - Campus d'Orsay Université Paris-Saclay,Orsay,91.0,False,Licence,Physique-Chimie-Sciences de la Terre (PCST) - parcours préparation à l'entrée à des Ecoles de Kinésithérapie en IDF
ISIT - Institut de Management et de Communication Interculturels,Paris  6e  Arrondissement,75.0,True,Ecole de Commerce,JURISTE LINGUISTE / DROIT ETUDES INTERCULTURELLES
Aix-Marseille Université - Site de Marseille Saint Charles,Marseille  3e  Arrondissement,13.0,False,Licence,Portail René Descartes
Aix-Marseille Université - Site de Marseille Luminy,Marseille  9e  Arrondissement,13.0,False,Licence_Las,Portail René Descartes
Aix-Marseille Université - Site d'Aix-en-Provence (Montperrin),Aix-en-Provence,13.0,False,Licence,Portail Marie Curie
Lycée Jean-Baptiste Dumas,Alès,30.0,True,BTS,Conception des processus de réalisation de produits (1ère année commune)
Aix-Marseille Université - Site de Marseille Saint Charles,Marseille  3e  Arrondissement,13.0,False,Licence,Portail Louis Pasteur
Aix-Marseille Université - Site d'Aix-en-Provence (Montperrin),Aix-en-Provence,13.0,False,Licence_Las,Portail Louis Pasteur
Aix-Marseille Université - Site de Marseille Saint Charles,Marseille  3e  Arrondissement,13.0,False,Licence,Portail Louis Pasteur
Aix-Marseille Université - Site de Marseille Saint Charles,Marseille  3e  Arrondissement,13.0,False,Licence_Las,Portail Louis Pasteur
Université Paris Cité,Paris  6e  Arrondissement,75.0,True,IFSI,Certificat de capacité d'Orthoptiste
ESCE Courbevoie,Courbevoie,92.0,True,Ecole de Commerce,Formation des écoles de commerce et de management Bac + 5
Lycée Alphonse DAUDET,Nîmes,30.0,True,Autre formation,Classe préparatoire aux études supérieures - Générale
Université Paris Panthéon Assas,Paris  5e  Arrondissement,75.0,True,Licence,Collège d'économie filière économie et droit
Lycée des Métiers - Hotelier et Restauration - Yvon Bourges,Dinard,35.0,True,Autre formation,Sommellerie
CY Cergy Paris Université,Cergy,95.0,False,Licence,Licence Sciences de la vie + DU Science forensique
Université Le Havre Normandie,Le Havre,76.0,False,Licence,Sciences pour l'ingénieur
Lycée professionnel Patu de Rosemont,Saint-Benoît,974.0,True,Autre formation,Vendeur-conseil en produits techniques pour l'habitat
Université de Lille,Lille,59.0,False,Licence,Mathématiques Physique Chimie Sciences de l'Ingénieur
ESME Sudria Lille,Lille,59.0,True,Ecole d'Ingénieur,Bac Série générale - Cycle anglophone
Lycée Hemingway - De La Camargue,Nîmes,30.0,True,BTS,Gestion de la PME
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,False,Licence_Las,Chimie
Université Côte d'Azur,Nice,6.0,True,Licence,Bilingue droit français - droit anglo-saxon / Diplôme d'Université droit français - droit anglo-saxon
Lycée polyvalent Valéry GISCARD d'ESTAING - Lycée des métiers de l'hôtellerie de la restauration,Chamalières,63.0,True,Autre formation,Sommellerie
Lycée professionnel des métiers St Joseph St Marc,Concarneau,29.0,True,Autre formation,Sommellerie
Université Toulouse Capitole - Antenne de Montauban,Montauban,82.0,False,Licence_Las,parcours Droit
Université Claude Bernard Lyon 1,Villeurbanne,69.0,True,Licence,Physique
Ecole nationale des sciences géographiques,Champs-sur-Marne,77.0,True,Autre formation,Métier de la Protection et la Gestion de l’Environnement option géomètre géomaticien
Campus de Bourg-en-Bresse - Université Lyon 3,Bourg-en-Bresse,1.0,False,Licence,Gestion et management
Lycée de La CCI,Nîmes,30.0,True,BTS,Communication
Lycée De La Salle,Alès,30.0,True,BTS,Contrôle industriel et régulation automatique
Lycée St Vincent De Paul,Nîmes,30.0,True,BTS,Tourisme
Lycée agricole Marie Durand,Rodilhan,30.0,True,BTS,Viticulture-Oenologie
Lycée polyvalent Simone de Beauvoir,Gragnague,31.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux"
Université des Antilles - Pôle Martinique,Schoelcher,972.0,False,Licence,Mathématiques Générales et Appliquées
Université de Guyane,Cayenne,973.0,False,Licence,Sciences de la vie et de la terre
Université de Lille,Lille,59.0,True,Autre formation,Technicien en qualité et distribution des produits alimentaires
Lycée Hotel.Tourisme Gascogne,Talence,33.0,True,Autre formation,Sommellerie
Lycée professionnel maritime Du Guilvinec,Treffiagat,29.0,True,BTS,réservé aux Mises à Niveau
Lycée professionnel maritime Anita Conti,Fécamp,76.0,True,BTS,réservé aux Mises à Niveau
Université de Guyane,Cayenne,973.0,False,Licence,Sciences pour l'ingénieur
Lycée Francois Rabelais,Ifs,14.0,True,Autre formation,Sommellerie
Lycée professionnel Francis Jammes,Orthez,64.0,True,Autre formation,Secrétariat juridique
Université du littoral - Site de Boulogne-sur-Mer,Boulogne-sur-Mer,62.0,False,Licence,: Université du littoral - Site de Boulogne-sur-Mer
Campus Sainte Marguerite,Chambray-lès-Tours,37.0,True,Autre formation,"Spécialité : Animation 2D, illustration"
SPE FORMATION,Onet-le-Château,12.0,True,Autre formation,Spécialité Animateur - Mention Loisirs tous publics
Lycée Albert EINSTEIN,Bagnols-sur-Cèze,30.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée Alexis De Tocqueville,Cherbourg-en-Cotentin,50.0,True,BTS,Parcours Marine Nationale / EAMEA - Défense
Lycée Alexandre Dumas (Hotelier),Illkirch-Graffenstaden,67.0,True,Autre formation,Sommellerie
Lycée Albert EINSTEIN,Bagnols-sur-Cèze,30.0,True,BTS,Management Commercial Opérationnel
Lycée Catherine et Raymond JANOT,Sens,89.0,True,BTS,Parcours Prépa Ingénieur - en 3 ans
Lycée Albert EINSTEIN,Bagnols-sur-Cèze,30.0,True,BTS,Gestion de la PME
I.U.T de Béziers,Béziers,34.0,True,Autre formation,"Métiers de l’industrie : Mécatronique, Robotique  parcours Robotique et Intelligence Artificielle"
Facultés libres de l'ouest - UCO - Brest,Brest,29.0,False,Licence,Information et communication
ISEN YNCREA OUEST,Antony,92.0,True,Ecole d'Ingénieur,Bacs Technologiques
SupBiotech Paris,Villejuif,94.0,True,Ecole d'Ingénieur,Bachelor en Sciences et Ingénierie - Biotechnologies
Lycée des métiers Geneviève DE GAULLE-ANTHONIOZ,Milhaud,30.0,True,BTS,Economie sociale familiale
Lycée Jacques Prévert,Saint-Christol-lez-Alès,30.0,True,BTS,Comptabilité et gestion
Lycée des Métiers - Paul Mathou,Gourdan-Polignan,31.0,True,BTS,Management économique de la construction
Lycée De Bagatelle,Saint-Gaudens,31.0,True,BTS,Gestion de la PME
Lycée De Bagatelle,Saint-Gaudens,31.0,True,BTS,Comptabilité et gestion
Lycée Pierre De Fermat,Toulouse,31.0,True,CPGE,PCSI
Ecole des Beaux-Arts Nantes Saint-Nazaire - Site de Saint-Nazaire,Saint-Nazaire,44.0,True,Autre formation,Diplôme National d'Art
Lycée Marcelin Berthelot,Toulouse,31.0,True,BTS,Gestion de la PME
Lycée professionnel Mal Leclerc,Saint-Jean-de-la-Ruelle,45.0,True,Autre formation,Technicien Cycle et Mobilité Urbaine
Lycée Raymond Naves,Toulouse,31.0,True,BTS,Banque
Lycée Saint-Sernin,Toulouse,31.0,True,CPGE,B/L - Lettres et sciences sociales
Lycée Déodat de Séverac,Toulouse,31.0,True,CPGE,PTSI
Lycée Déodat de Séverac,Toulouse,31.0,True,BTS,Contrôle industriel et régulation automatique
Lycée Déodat de Séverac,Toulouse,31.0,True,BTS,Métiers de la chimie
Lycée Ozenne,Toulouse,31.0,True,CPGE,BCPST
Lycée Ozenne,Toulouse,31.0,True,BTS,Assurance
Hélène Boucher Lycée des métiers des soins à la personne,Toulouse,31.0,True,BTS,Métiers de l'esthétique-cosmétique-parfumerie
I.U.T de Toulouse,Toulouse,31.0,True,BUT,Information communication Parcours information numérique dans les organisations
Institut Catholique de Lyon,Lyon 2e  Arrondissement,69.0,True,Licence,"Double diplôme licence LEA Anglais - Allemand + DU ""Relations internationales"""
Institut Limayrac,Toulouse,31.0,True,BTS,Services informatiques aux organisations
Lycée Georges Frêche,Montpellier,34.0,True,Autre formation,Sommellerie
LYCEE POLYVALENT CHRISTIAN BOURQUIN,Argelès-sur-Mer,66.0,True,Autre formation,Sommellerie
Institut Limayrac,Toulouse,31.0,True,Autre formation,Classe de mise à niveau pour l'entrée en BTS et les poursuites d'études scientifiques
Institut Limayrac,Toulouse,31.0,True,Autre formation,Diplôme de Comptabilité et de Gestion
Lycée Billières,Toulouse,31.0,True,BTS,Gestion de la PME
Institut Catholique de Lyon,Lyon 2e  Arrondissement,69.0,True,Licence,"Parcours Anglais-Chinois + DU ""Communication - Traduction"""
Université Toulouse Capitole,Toulouse,31.0,False,Licence,parcours général
Trajectoire formation,Montbéliard,25.0,True,Autre formation,"Spécialité Animation socio-éducative ou culturelle - Mention développement de projets, territoires et réseaux"
Trajectoire formation,Montbéliard,25.0,True,Autre formation,Spécialité Animation socio-éducative ou culturelle - Mention Animation sociale
Université Toulouse Capitole,Toulouse,31.0,True,Licence,Bilingue Droit français et droit anglo-saxon
Université Toulouse 2 Jean Jaurès,Toulouse,31.0,False,Licence,Etudes anglophones
Université Toulouse 2 Jean Jaurès,Toulouse,31.0,False,Licence,Lettres modernes
Université Toulouse 2 Jean Jaurès,Toulouse,31.0,True,Licence,Musique et musicologie
Université Toulouse 2 Jean Jaurès,Toulouse,31.0,False,Licence,Philosophie et humanités
Université Toulouse 2 Jean Jaurès,Toulouse,31.0,True,Licence,Arts plastiques
